model,model_id,case_id,category,variant_id,kind,seed,image_path,image_sha256,all_correct,atom_accuracy,semantic_state,atom_keys,atom_results,predictions,censored,black_image,alternate_correct,exclusive_control,elapsed_seconds,peak_allocated_bytes,audit_id
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_022,count,p0,equivalent,71,images/sd15/main_count_022/p0/seed_71.png,2afec5951da5088bedfb3b32cabf23588e7de1e01c73630d155e3b4c3577a154,0,0.0,0,"[""count:clock=4""]","{""count:clock=4"": false}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [177.9199981689453, 144.7100067138672, 310.2300109863281, 271.95001220703125], ""score"": 0.8017158508300781}, {""box"": [26.309999465942383, 143.57000732421875, 152.8000030517578, 269.42999267578125], ""score"": 0.7922341823577881}, {""box"": [343.92999267578125, 149.47999572753906, 469.7699890136719, 273.2799987792969], ""score"": 0.7915528416633606}, {""box"": [0.11999999731779099, 167.92999267578125, 10.210000038146973, 235.5], ""score"": 0.1645742505788803}, {""box"": [2.359999895095825, 140.83999633789062, 476.80999755859375, 277.57000732421875], ""score"": 0.1214280053973198}]}, ""relations"": {}}",0,0,0.0,1,0.8136914763599634,3439791104,item_01124
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_color_binding_003,color_binding,p1,equivalent,11,images/sd15/main_color_binding_003/p1/seed_11.png,c6614294a5f9fdc81d44ac2988565cd672e58531f193062c2ffb4202518dc4ec,0,0.25,0001,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": false, ""color:bottle=purple"": true, ""count:banana=1"": false, ""count:bottle=1"": false}","{""colors"": {""banana"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""bottle"": {""confidence"": 0.9586294889450073, ""label"": ""purple"", ""margin"": 0.9422267079353333}}, ""detections"": {""banana"": [], ""bottle"": [{""box"": [34.599998474121094, 32.189998626708984, 154.91000366210938, 166.8699951171875], ""score"": 0.40957871079444885}, {""box"": [100.58000183105469, 199.4600067138672, 315.67999267578125, 331.510009765625], ""score"": 0.3926938772201538}, {""box"": [281.010009765625, 260.2799987792969, 411.2099914550781, 326.1300048828125], ""score"": 0.3732386827468872}, {""box"": [337.95001220703125, 102.73999786376953, 511.8399963378906, 215.13999938964844], ""score"": 0.37216922640800476}, {""box"": [122.2300033569336, 323.7900085449219, 299.8500061035156, 459.3500061035156], ""score"": 0.3718823790550232}, {""box"": [134.63999938964844, 42.16999816894531, 465.3900146484375, 223.14999389648438], ""score"": 0.36984747648239136}, {""box"": [280.5899963378906, 178.94000244140625, 498.1400146484375, 300.54998779296875], ""score"": 0.3401954472064972}, {""box"": [435.80999755859375, 208.5800018310547, 513.510009765625, 289.5299987792969], ""score"": 0.33282530307769775}, {""box"": [176.5, 271.1499938964844, 298.67999267578125, 347.0400085449219], ""score"": 0.28731340169906616}, {""box"": [378.30999755859375, 165.17999267578125, 511.0799865722656, 257.45001220703125], ""score"": 0.19261910021305084}, {""box"": [457.7300109863281, 157.19000244140625, 513.0499877929688, 220.5399932861328], ""score"": 0.15859541296958923}, {""box"": [136.66000366210938, 107.86000061035156, 299.19000244140625, 223.0800018310547], ""score"": 0.1578715592622757}, {""box"": [37.04999923706055, 31.75, 510.4700012207031, 463.20001220703125], ""score"": 0.1498197764158249}, {""box"": [336.1000061035156, 40.959999084472656, 467.80999755859375, 121.7699966430664], ""score"": 0.13393011689186096}, {""box"": [204.25, 314.9700012207031, 307.0299987792969, 378.3599853515625], ""score"": 0.1328134983778}, {""box"": [251.64999389648438, 198.14999389648438, 316.3800048828125, 265.8599853515625], ""score"": 0.11623073369264603}]}, ""relations"": {}}",0,0,,1,0.86705003073439,3439791104,item_01125
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_008,spatial,p2,equivalent,47,images/pixart_sigma/main_spatial_008/p2/seed_47.png,e2ee2a4eb47b6b810a3442f22fd75f81f8779cc2540a49367bfe0197fb024e5e,0,0.6666666666666666,101,"[""count:car=1"", ""count:bicycle=1"", ""relation:car:left_of:bicycle""]","{""count:bicycle=1"": false, ""count:car=1"": true, ""relation:car:left_of:bicycle"": true}","{""colors"": {}, ""detections"": {""bicycle"": [{""box"": [246.58999633789062, 358.3800048828125, 376.42999267578125, 428.20001220703125], ""score"": 0.6485270857810974}, {""box"": [428.92999267578125, 302.7300109863281, 503.17999267578125, 348.94000244140625], ""score"": 0.2345590889453888}], ""car"": [{""box"": [77.7300033569336, 249.30999755859375, 348.8699951171875, 337.2699890136719], ""score"": 0.4478066563606262}]}, ""relations"": {""relation:car:left_of:bicycle"": {""dx"": -0.19181639701128006, ""dy"": -0.1953125298023224}}}",0,0,,1,0.914739429950714,13622855168,item_01126
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_008,spatial,p3,equivalent,47,images/sdxl/main_spatial_008/p3/seed_47.png,1af1e497f578d24779beef6fd6181d9d5781dd72cace1d936aabaca83b5763df,0,0.3333333333333333,010,"[""count:car=1"", ""count:bicycle=1"", ""relation:car:left_of:bicycle""]","{""count:bicycle=1"": true, ""count:car=1"": false, ""relation:car:left_of:bicycle"": false}","{""colors"": {}, ""detections"": {""bicycle"": [{""box"": [216.30999755859375, 291.32000732421875, 461.3599853515625, 448.1099853515625], ""score"": 0.7296379208564758}], ""car"": []}, ""relations"": {""relation:car:left_of:bicycle"": null}}",0,0,,1,1.50266801007092,8061359616,item_01127
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_002,existence,p1,equivalent,131,images/sd15/main_existence_002/p1/seed_131.png,7a564c0ebefb94b2f1191a06388686fb01d1769830086b3ac67663ea8fb9283a,0,0.5,01,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": false, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [], ""banana"": [{""box"": [329.6499938964844, 282.29998779296875, 506.17999267578125, 439.95001220703125], ""score"": 0.6291067600250244}, {""box"": [470.04998779296875, 338.04998779296875, 511.3500061035156, 432.55999755859375], ""score"": 0.28571316599845886}, {""box"": [497.989990234375, 354.3299865722656, 512.4500122070312, 379.2900085449219], ""score"": 0.10319934040307999}]}, ""relations"": {}}",0,0,,0,0.7998430677689612,3439791104,item_01128
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_spatial_011,spatial,p3,equivalent,29,images/sd15/main_spatial_011/p3/seed_29.png,b7ccc825887c5ffdcda9e99a3a668b49800bad668c5fadf299580041b9e5f80d,0,0.6666666666666666,101,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": false, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [25.079999923706055, 342.54998779296875, 254.94000244140625, 509.7200012207031], ""score"": 0.6928668022155762}, {""box"": [230.05999755859375, 446.3800048828125, 415.6600036621094, 511.75], ""score"": 0.40269210934638977}], ""clock"": [{""box"": [181.08999633789062, 3.4800000190734863, 489.5400085449219, 297.2799987792969], ""score"": 0.8666254878044128}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": 0.3814550805836916, ""dy"": -0.5385839748196304}}}",0,0,,1,0.8192956391721964,3439791104,item_01129
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_016,count,p3,equivalent,173,images/sdxl/main_count_016/p3/seed_173.png,24eb022d0f5a07805e63be80e255a7d0276f4c34cdbadb7ee6150041be877c97,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [182.67999267578125, 227.27000427246094, 349.42999267578125, 287.3500061035156], ""score"": 0.40198296308517456}, {""box"": [208.16000366210938, 117.12999725341797, 379.29998779296875, 188.85000610351562], ""score"": 0.3903646171092987}, {""box"": [432.42999267578125, 226.6300048828125, 511.2099914550781, 285.6099853515625], ""score"": 0.3471737504005432}, {""box"": [-0.3199999928474426, 123.01000213623047, 87.37999725341797, 186.74000549316406], ""score"": 0.3463548719882965}, {""box"": [473.92999267578125, 128.75999450683594, 511.760009765625, 186.14999389648438], ""score"": 0.2816733717918396}, {""box"": [0.05999999865889549, 225.41000366210938, 27.06999969482422, 272.7300109863281], ""score"": 0.14682406187057495}, {""box"": [1.600000023841858, 109.27999877929688, 507.7799987792969, 191.8000030517578], ""score"": 0.14628057181835175}, {""box"": [1.8600000143051147, 2.200000047683716, 509.70001220703125, 509.1099853515625], ""score"": 0.13719293475151062}, {""box"": [-0.05000000074505806, 315.7300109863281, 27.25, 357.6499938964844], ""score"": 0.1246342808008194}]}, ""relations"": {}}",0,0,,1,1.5040643028914928,8060311040,item_01130
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_022,count,p0,equivalent,71,images/pixart_sigma/main_count_022/p0/seed_71.png,33b5795304e9dc58678f3514a09621db0c7a63ccbc1762b5b3d4a13fb2964b1e,0,0.0,0,"[""count:clock=4""]","{""count:clock=4"": false}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [303.9599914550781, 167.1300048828125, 453.4599914550781, 303.9100036621094], ""score"": 0.6027544736862183}, {""box"": [81.55000305175781, 181.10000610351562, 222.33999633789062, 309.05999755859375], ""score"": 0.5996336340904236}, {""box"": [79.81999969482422, 295.54998779296875, 226.9600067138672, 458.45001220703125], ""score"": 0.5956978797912598}, {""box"": [303.2300109863281, 290.75, 450.1300048828125, 444.6600036621094], ""score"": 0.5953764319419861}, {""box"": [203.4199981689453, 73.22000122070312, 318.55999755859375, 229.02000427246094], ""score"": 0.5703977942466736}, {""box"": [214.91000366210938, 288.25, 301.8299865722656, 445.4700012207031], ""score"": 0.4394078254699707}, {""box"": [77.51000213623047, 70.62999725341797, 456.1000061035156, 458.6600036621094], ""score"": 0.2379981428384781}, {""box"": [317.4800109863281, 110.6500015258789, 437.8299865722656, 180.85000610351562], ""score"": 0.12073158472776413}, {""box"": [80.9800033569336, 121.58000183105469, 208.08999633789062, 195.61000061035156], ""score"": 0.11157860606908798}]}, ""relations"": {}}",0,0,0.0,1,0.8768361047841609,13622855168,item_01131
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_002,existence,p0,equivalent,11,images/sd15/main_existence_002/p0/seed_11.png,6a07429bb5362771ac72a8357d26c18b7ce89cef314b2dd52356106abb5d14c5,1,1.0,11,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": true, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [{""box"": [387.8500061035156, 109.25, 512.3499755859375, 252.16000366210938], ""score"": 0.7988837957382202}], ""banana"": [{""box"": [160.58999633789062, 110.16000366210938, 297.1400146484375, 416.8500061035156], ""score"": 0.6979452967643738}, {""box"": [184.5800018310547, 163.91000366210938, 242.60000610351562, 390.4100036621094], ""score"": 0.32684898376464844}, {""box"": [230.1300048828125, 156.60000610351562, 282.239990234375, 396.54998779296875], ""score"": 0.11616310477256775}]}, ""relations"": {}}",0,0,,0,0.8009313908405602,3439791104,item_01132
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_003,color_binding,p3,equivalent,11,images/pixart_sigma/main_color_binding_003/p3/seed_11.png,5585114808e188134e33c843283ee3d9bc0c62726c5cb4dbc2b32ae88024bdc8,0,0.5,0110,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": true, ""color:bottle=purple"": false, ""count:banana=1"": false, ""count:bottle=1"": true}","{""colors"": {""banana"": {""confidence"": 0.9304097890853882, ""label"": ""yellow"", ""margin"": 0.9118261337280273}, ""bottle"": {""confidence"": 0.9379550218582153, ""label"": ""yellow"", ""margin"": 0.9187027215957642}}, ""detections"": {""banana"": [{""box"": [51.560001373291016, 351.20001220703125, 492.7099914550781, 446.3399963378906], ""score"": 0.603235125541687}, {""box"": [53.52000045776367, 447.69000244140625, 489.30999755859375, 504.29998779296875], ""score"": 0.42856037616729736}, {""box"": [53.0099983215332, 57.959999084472656, 493.55999755859375, 446.9200134277344], ""score"": 0.33652764558792114}, {""box"": [236.55999755859375, 63.619998931884766, 323.489990234375, 366.7900085449219], ""score"": 0.20422227680683136}, {""box"": [150.1300048828125, 493.55999755859375, 313.69000244140625, 511.6099853515625], ""score"": 0.145241841673851}, {""box"": [145.22999572753906, 66.48999786376953, 252.52000427246094, 360.07000732421875], ""score"": 0.11881512403488159}], ""bottle"": [{""box"": [141.88999938964844, 56.369998931884766, 324.6300048828125, 366.6199951171875], ""score"": 0.4220200479030609}]}, ""relations"": {}}",0,0,,1,0.8604045817628503,13622855168,item_01133
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_000,color_binding,p2,equivalent,131,images/sdxl/main_color_binding_000/p2/seed_131.png,387e1165cbc611023b65f963005bbf8faa1fd888a3e9a8a5e40e2c1652d68f20,0,0.0,0000,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": false, ""color:dog=green"": false, ""count:cat=1"": false, ""count:dog=1"": false}","{""colors"": {""cat"": {""confidence"": 0.8271401524543762, ""label"": ""green"", ""margin"": 0.7767102718353271}, ""dog"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}}, ""detections"": {""cat"": [{""box"": [339.7900085449219, 292.9200134277344, 505.4800109863281, 479.7900085449219], ""score"": 0.5638625025749207}, {""box"": [58.83000183105469, 314.0799865722656, 130.3300018310547, 479.9800109863281], ""score"": 0.45445606112480164}, {""box"": [219.52000427246094, 306.0299987792969, 357.3500061035156, 478.67999267578125], ""score"": 0.4137391149997711}, {""box"": [18.469999313354492, 283.0199890136719, 216.72999572753906, 475.80999755859375], ""score"": 0.10481821745634079}], ""dog"": []}, ""relations"": {}}",0,0,,1,1.5119138988666236,8060048896,item_01134
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_002,existence,p2,equivalent,101,images/pixart_sigma/main_existence_002/p2/seed_101.png,74599424903585f13857a6a0d2b518e7bdb69e4bfdfdb5b1d736f78931dcdecb,1,1.0,11,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": true, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [{""box"": [181.05999755859375, 133.4499969482422, 463.510009765625, 448.510009765625], ""score"": 0.7551569938659668}, {""box"": [38.029998779296875, 449.0299987792969, 441.1499938964844, 513.2000122070312], ""score"": 0.2067245990037918}], ""banana"": [{""box"": [40.119998931884766, 89.8499984741211, 312.2300109863281, 457.29998779296875], ""score"": 0.8464136123657227}, {""box"": [147.08999633789062, 163.57000732421875, 208.97999572753906, 363.8900146484375], ""score"": 0.17077022790908813}]}, ""relations"": {}}",0,0,,0,0.8700926508754492,13622855168,item_01135
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_020,count,p0,equivalent,211,images/sd15/main_count_020/p0/seed_211.png,63054e5e4588beebae6f8389d9258d01c55e7a561ba7caf4319752841379218e,0,0.0,0,"[""count:ball=3""]","{""count:ball=3"": false}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [405.3900146484375, 271.0199890136719, 466.7699890136719, 331.2799987792969], ""score"": 0.6024662256240845}, {""box"": [275.25, 236.6199951171875, 370.4100036621094, 328.04998779296875], ""score"": 0.5472159385681152}, {""box"": [424.3500061035156, 231.4199981689453, 493.1600036621094, 298.9800109863281], ""score"": 0.5391658544540405}, {""box"": [346.5299987792969, 300.4700012207031, 417.75, 369.6700134277344], ""score"": 0.5336674451828003}, {""box"": [202.94000244140625, 336.1000061035156, 249.58999633789062, 384.3999938964844], ""score"": 0.5333986282348633}, {""box"": [171.63999938964844, 227.97999572753906, 250.86000061035156, 300.239990234375], ""score"": 0.5267481803894043}, {""box"": [31.290000915527344, 263.1199951171875, 97.45999908447266, 330.3999938964844], ""score"": 0.509289026260376}, {""box"": [239.3800048828125, 170.97999572753906, 305.5, 237.6300048828125], ""score"": 0.5021463632583618}, {""box"": [67.37999725341797, 233.6300048828125, 132.88999938964844, 292.95001220703125], ""score"": 0.5014842748641968}, {""box"": [347.94000244140625, 142.8000030517578, 420.2200012207031, 212.88999938964844], ""score"": 0.4909972846508026}, {""box"": [199.16000366210938, 280.6700134277344, 266.8699951171875, 342.3900146484375], ""score"": 0.48961904644966125}, {""box"": [17.940000534057617, 174.7100067138672, 74.9800033569336, 224.3300018310547], ""score"": 0.48905670642852783}, {""box"": [53.70000076293945, 143.57000732421875, 117.94999694824219, 206.0800018310547], ""score"": 0.48904532194137573}, {""box"": [9.350000381469727, 205.97999572753906, 76.45999908447266, 272.8999938964844], ""score"": 0.47957122325897217}, {""box"": [283.1099853515625, 142.6199951171875, 349.1400146484375, 202.88999938964844], ""score"": 0.4596208333969116}, {""box"": [80.72000122070312, 203.47000122070312, 142.80999755859375, 254.63999938964844], ""score"": 0.44225284457206726}, {""box"": [314.7799987792969, 185.3300018310547, 384.3399963378906, 248.7100067138672], ""score"": 0.42848339676856995}, {""box"": [105.26000213623047, 188.6999969482422, 151.19000244140625, 241.36000061035156], ""score"": 0.37102821469306946}, {""box"": [7.550000190734863, 144.66000366210938, 151.17999267578125, 330.6600036621094], ""score"": 0.14940601587295532}]}, ""relations"": {}}",0,0,0.0,1,0.8205310660414398,3439791104,item_01136
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_020,count,p3,equivalent,29,images/pixart_sigma/main_count_020/p3/seed_29.png,57f62938f5d1b8a98bdf902b573a3d3050c766bcdd1f10df691591c6f9af5cde,0,0.0,0,"[""count:ball=3""]","{""count:ball=3"": false}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [175.97000122070312, 114.66000366210938, 326.57000732421875, 248.72999572753906], ""score"": 0.6960716843605042}, {""box"": [323.010009765625, 209.1699981689453, 464.4200134277344, 352.5199890136719], ""score"": 0.667671799659729}, {""box"": [40.75, 211.22000122070312, 177.36000061035156, 354.42999267578125], ""score"": 0.660304605960846}, {""box"": [174.36000061035156, 224.05999755859375, 316.3500061035156, 364.29998779296875], ""score"": 0.6512838006019592}]}, ""relations"": {}}",0,0,,1,0.8744578589685261,13622855168,item_01137
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_013,existence,p1,equivalent,29,images/pixart_sigma/main_existence_013/p1/seed_29.png,323f2ae6ed7748d1459c1ad79edd89fc8a5d48af56c1faf8553efe634a8f3730,1,1.0,11,"[""exists:dog"", ""exists:banana""]","{""exists:banana"": true, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""banana"": [{""box"": [40.869998931884766, 88.55000305175781, 415.6199951171875, 492.7900085449219], ""score"": 0.9318612217903137}], ""dog"": [{""box"": [182.85000610351562, 124.25, 486.5799865722656, 510.5799865722656], ""score"": 0.7362127304077148}]}, ""relations"": {}}",0,0,,0,0.8769706902094185,13622855168,item_01138
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_003,color_binding,p1,equivalent,11,images/sdxl/main_color_binding_003/p1/seed_11.png,a2f4586dc1153332a915c31d1f7b37a31de54fc0eb5ed44d6c003493694abd87,0,0.5,0101,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": false, ""color:bottle=purple"": true, ""count:banana=1"": false, ""count:bottle=1"": true}","{""colors"": {""banana"": {""confidence"": 0.5308700203895569, ""label"": ""purple"", ""margin"": 0.4083173871040344}, ""bottle"": {""confidence"": 0.992258608341217, ""label"": ""purple"", ""margin"": 0.9897046685218811}}, ""detections"": {""banana"": [{""box"": [336.1199951171875, 93.98999786376953, 445.3699951171875, 461.32000732421875], ""score"": 0.56435227394104}, {""box"": [275.07000732421875, 92.20999908447266, 364.7900085449219, 316.3599853515625], ""score"": 0.4178925156593323}, {""box"": [343.20001220703125, 177.9199981689453, 397.489990234375, 359.94000244140625], ""score"": 0.12404942512512207}], ""bottle"": [{""box"": [192.02999877929688, 299.2300109863281, 392.2900085449219, 472.79998779296875], ""score"": 0.23806945979595184}]}, ""relations"": {}}",0,0,,1,1.6796553330495954,8061883904,item_01139
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_020,count,p1,equivalent,101,images/sdxl/main_count_020/p1/seed_101.png,bbd9705c706429b0d21abfc2c31a2a11e02251b8e66b66bd174090aadfc81021,0,0.0,0,"[""count:ball=3""]","{""count:ball=3"": false}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [198.55999755859375, 283.1499938964844, 307.6700134277344, 387.8800048828125], ""score"": 0.6127822399139404}]}, ""relations"": {}}",0,0,,1,1.5012632091529667,8060048896,item_01140
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_011,spatial,p1,equivalent,173,images/pixart_sigma/main_spatial_011/p1/seed_173.png,2cb91183b3b0aa08a07cce575bde9035c8d20715835d475f0959d22aa80ec0d4,1,1.0,111,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [98.66000366210938, 191.4499969482422, 381.9700012207031, 472.739990234375], ""score"": 0.8195027709007263}], ""clock"": [{""box"": [49.84000015258789, 5.239999771118164, 475.6000061035156, 453.8599853515625], ""score"": 0.837134063243866}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": 0.04375976696610451, ""dy"": -0.20028320513665676}}}",0,0,,1,0.8755712970159948,13622855168,item_01141
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_011,existence,p3,equivalent,11,images/sd15/main_existence_011/p3/seed_11.png,437cef3342eb86b285d484c7c7478560f64d255e7fedc4fe35ff716355813523,1,1.0,11,"[""exists:clock"", ""exists:cat""]","{""exists:cat"": true, ""exists:clock"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [288.3999938964844, 315.1400146484375, 410.75, 471.0899963378906], ""score"": 0.7592658996582031}], ""clock"": [{""box"": [186.77000427246094, 174.00999450683594, 355.260009765625, 338.8999938964844], ""score"": 0.5618463754653931}, {""box"": [166.5399932861328, 50.5099983215332, 372.7200012207031, 458.94000244140625], ""score"": 0.4849764108657837}, {""box"": [194.8800048828125, 50.68000030517578, 337.1600036621094, 153.5800018310547], ""score"": 0.16038577258586884}, {""box"": [229.6300048828125, 107.98999786376953, 304.2699890136719, 152.1699981689453], ""score"": 0.1475159227848053}]}, ""relations"": {}}",0,0,,0,0.8335735900327563,3439791104,item_01142
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_009,color_binding,p2,equivalent,101,images/sdxl/main_color_binding_009/p2/seed_101.png,65ed1fc2fd52361f27ab0d649a288845c8e7aa7589396f840b223e74915b0e04,0,0.25,1000,"[""count:bicycle=1"", ""count:ball=1"", ""color:bicycle=yellow"", ""color:ball=purple""]","{""color:ball=purple"": false, ""color:bicycle=yellow"": false, ""count:ball=1"": false, ""count:bicycle=1"": true}","{""colors"": {""ball"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""bicycle"": {""confidence"": 0.9811754822731018, ""label"": ""purple"", ""margin"": 0.9734761118888855}}, ""detections"": {""ball"": [], ""bicycle"": [{""box"": [296.1600036621094, 319.5899963378906, 497.2699890136719, 455.4100036621094], ""score"": 0.5770467519760132}]}, ""relations"": {}}",0,0,,1,1.5051399138756096,8061097472,item_01143
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_color_binding_000,color_binding,p0,equivalent,211,images/sd15/main_color_binding_000/p0/seed_211.png,743bd9a429bae98ad4b17c8dfdd9fe2cc7aae96ea172bcce27b0053ff38a2372,0,0.25,0100,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": false, ""color:dog=green"": false, ""count:cat=1"": false, ""count:dog=1"": true}","{""colors"": {""cat"": {""confidence"": 0.6654890775680542, ""label"": ""orange"", ""margin"": 0.51978600025177}, ""dog"": {""confidence"": 0.9535473585128784, ""label"": ""red"", ""margin"": 0.9311171770095825}}, ""detections"": {""cat"": [{""box"": [186.63999938964844, 190.88999938964844, 312.1199951171875, 420.3399963378906], ""score"": 0.6697905659675598}, {""box"": [301.70001220703125, 127.3499984741211, 449.0799865722656, 321.760009765625], ""score"": 0.6106901168823242}, {""box"": [423.6499938964844, 185.80999755859375, 512.9099731445312, 371.7900085449219], ""score"": 0.45816829800605774}], ""dog"": [{""box"": [0.7599999904632568, 187.66000366210938, 182.10000610351562, 393.4700012207031], ""score"": 0.5318682193756104}]}, ""relations"": {}}",0,0,0.0,1,0.8213153597898781,3439791104,item_01144
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_002,existence,p0,equivalent,47,images/sd15/main_existence_002/p0/seed_47.png,a5ed1420a46268105585ac1d3a747e72e45d873c80ea52cb99aa63363e2e41ba,0,0.5,01,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": false, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [], ""banana"": [{""box"": [1.1699999570846558, 83.13999938964844, 457.1199951171875, 455.5199890136719], ""score"": 0.8186792135238647}, {""box"": [3.319999933242798, 301.4800109863281, 192.00999450683594, 455.6300048828125], ""score"": 0.14990364015102386}]}, ""relations"": {}}",0,0,,0,0.7914015362039208,3439791104,item_01145
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_023,existence,p0,equivalent,173,images/sd15/main_existence_023/p0/seed_173.png,535bb31d85c1f0674767f39980a5abe6dc46b064a06ec9ae6617f67cb8733bbe,1,1.0,11,"[""exists:clock"", ""exists:dog""]","{""exists:clock"": true, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [354.1499938964844, 65.4000015258789, 512.4099731445312, 379.5], ""score"": 0.5685691833496094}], ""dog"": [{""box"": [33.900001525878906, 32.72999954223633, 300.07000732421875, 384.3599853515625], ""score"": 0.6835830807685852}, {""box"": [217.75, 193.27999877929688, 426.3500061035156, 485.1600036621094], ""score"": 0.1248895600438118}]}, ""relations"": {}}",0,0,,0,0.8240994280204177,3439791104,item_01146
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_013,color_binding,p1,equivalent,47,images/pixart_sigma/main_color_binding_013/p1/seed_47.png,6b9d45cfea6650e5c83037c5d819cadbb1c9d5d857139a4e33185114f8654110,0,0.25,1000,"[""count:dog=1"", ""count:banana=1"", ""color:dog=blue"", ""color:banana=yellow""]","{""color:banana=yellow"": false, ""color:dog=blue"": false, ""count:banana=1"": false, ""count:dog=1"": true}","{""colors"": {""banana"": {""confidence"": 0.2588353753089905, ""label"": ""white"", ""margin"": 0.044279083609580994}, ""dog"": {""confidence"": 0.8978899717330933, ""label"": ""yellow"", ""margin"": 0.8741918802261353}}, ""detections"": {""banana"": [{""box"": [42.029998779296875, 227.86000061035156, 322.79998779296875, 437.6400146484375], ""score"": 0.8857190608978271}, {""box"": [100.01000213623047, 270.1499938964844, 133.86000061035156, 357.17999267578125], ""score"": 0.17640018463134766}], ""dog"": [{""box"": [252.2100067138672, 174.4199981689453, 474.7300109863281, 481.05999755859375], ""score"": 0.6662641167640686}]}, ""relations"": {}}",0,0,,1,0.9141391636803746,13622855168,item_01147
